3, 0.7980456544500546, 5.002818126688723, 8.66349372899882, 12.146783568271973, -22.554558416173816, 14.977920155016884, -23.511127023443294, 
5, 0.798075648949325, 5.196825763982868, 6.910769337344917, 11.44419800902539, -20.991604616472397, -14.380879700490073, -20.66531423640748, 
7, -0.08695390667730801, -0.15788678609512896, 1.4955502072567566, 1.683300361471716, 3.2727335891599134, 1.6045397958952095, -5.491105637701256, 
8, -0.12013098365240334, -0.2286356101177591, 1.25615150963532, 1.3510385362156954, 2.654641066763785, 1.2369603568267795, 4.8852632547869685, 
9, 0.373822801613905, 0.8201741384420282, 4.122326179612827, 4.44221370599208, 8.730458659575255, 4.891286069309689, 9.507672115101547, 
10, 0.37147351008111845, 0.8232495552887015, 3.120957486991877, 3.35500160919377, 6.592987092658788, 3.766757734021516, -8.874637303868962, 
11, -0.12954381828086417, -0.2437062677345215, 1.0071672017356563, 1.1373690388688276, 2.2096426940958076, 1.015634920141384, 4.50646122450822, 
12, 0.7980084623326414, 4.865669195872324, 7.608334393591508, 11.645637297350737, -21.578627424744756, -15.527277840988514, -21.333459419267847, 
13, 0.3347083682781399, 0.736686337851901, 2.7830442728267943, 2.964711062675534, 5.838590055975617, 3.33305423291522, 8.44576867104349, 
14, -0.10672173861184883, -0.19606114646466194, 1.0561733184953725, 1.1995516258250118, 2.3274245840053727, 1.101619075625358, -4.485491154447043, 
15, -0.09588127397860521, -0.17262078445594184, 0.989909395305192, 1.1317109512020274, 2.192551724451677, 1.0458844607583004, 4.118052896956238, 
16, -0.032082954686877635, -0.04503226169870226, 1.3417819116976524, 1.4833929891085882, 2.8959919181459526, 1.4610948739123788, -5.034418227760792, 
17, 0.7980516236250226, 5.093255641006368, 7.9730399679617046, 13.564592650151068, -24.36737189734703, -16.274963962875677, 24.753043671775824, 
18, -0.10770799319933044, -0.2009824995901248, 1.3727729230667802, 1.526796787286399, 2.976604809739585, 1.4266017003142581, -4.962532891924834, 
19, 0.7980842977979631, 5.3055384470951115, 6.735451807461803, 11.10480385951502, 20.128556520817597, 13.922815915922069, -20.23533279987061, 
20, 0.340446158504866, 0.74834059677944, 2.873151147133867, 3.057539520478188, 6.022885031121973, 3.4317382501806075, -9.067474600645115, 
21, -0.1108404052158676, -0.20467389148656034, 1.0629142092623385, 1.2070521573725663, 2.3420354500008647, 1.104721073150821, 5.491080924771011, 
24, -0.058188083571502416, -0.09518697945646949, 1.4700820382426598, 1.7038785620651216, 3.2908666879535104, 1.6563214147452765, -5.512477378088148, 
25, 0.7980633445581101, 5.110584871111505, 8.003787138995612, 12.474960783755675, -23.804039202234303, 15.811154495695433, -22.715776150080973, 
26, 0.36968655771189635, 0.8169750436376623, 3.27875640906847, 3.500280679086962, 6.89012365689932, 3.911474862764768, -8.302775574724764, 
27, -0.0011739537036063968, 0.019307012713260647, 1.5024188745879958, 1.6722586309260392, 3.2595975278823865, 1.6819126088093443, 6.34849299286992, 
28, 0.36236268890882795, 0.792964669093222, 3.9969195013152925, 4.223198412108661, 8.333501330458834, 4.621455093161515, 9.808095725551961, 
29, 0.3386752421181225, 0.7380611554483857, 3.851425129831454, 4.038965703772819, 7.984441494966377, 4.413301564934962, -9.4288092785474, 
